Source	Target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LRP1	SRC	9606.ENSP00000243077	9606.ENSP00000362680	0	0	0	0	0.076	0.471	0	0.294	0.625
LRP1	EGFR	9606.ENSP00000243077	9606.ENSP00000275493	0	0	0	0	0.108	0.666	0	0.459	0.825
LRP1	SERPINE2	9606.ENSP00000243077	9606.ENSP00000415786	0	0	0	0	0.069	0.059	0	0.945	0.948
LRP1	PLAU	9606.ENSP00000243077	9606.ENSP00000361850	0	0	0	0	0	0.056	0.900	0.868	0.986
LRP1	PLAUR	9606.ENSP00000243077	9606.ENSP00000339328	0	0	0	0	0	0.270	0.900	0.980	0.998
PLAU	SERPINE1	9606.ENSP00000361850	9606.ENSP00000223095	0	0	0	0	0.214	0.976	0.900	0.989	0.999
PLAU	VTN	9606.ENSP00000361850	9606.ENSP00000226218	0	0	0	0	0	0.800	0.900	0.971	0.999
PLAU	LRP1	9606.ENSP00000361850	9606.ENSP00000243077	0	0	0	0	0	0.056	0.900	0.868	0.986
PLAU	EGFR	9606.ENSP00000361850	9606.ENSP00000275493	0	0	0	0	0.088	0	0.900	0.626	0.962
PLAU	FGB	9606.ENSP00000361850	9606.ENSP00000306099	0	0	0	0	0	0.056	0.900	0.499	0.948
PLAU	PLAUR	9606.ENSP00000361850	9606.ENSP00000339328	0	0	0	0	0.221	0.975	0.900	0.989	0.999
PLAU	FN1	9606.ENSP00000361850	9606.ENSP00000346839	0	0	0	0	0.102	0	0.900	0.690	0.969
PLAU	SRC	9606.ENSP00000361850	9606.ENSP00000362680	0	0	0	0	0.069	0.056	0.900	0.508	0.951
PLAU	SERPINB2	9606.ENSP00000361850	9606.ENSP00000401645	0	0	0	0	0.128	0.506	0.600	0.970	0.994
PLAU	SERPINE2	9606.ENSP00000361850	9606.ENSP00000415786	0	0	0	0	0	0.636	0.900	0.887	0.995
PLAUR	SERPINE1	9606.ENSP00000339328	9606.ENSP00000223095	0	0	0	0	0.162	0	0.900	0.989	0.999
PLAUR	VTN	9606.ENSP00000339328	9606.ENSP00000226218	0	0	0	0	0	0.932	0.900	0.989	0.999
PLAUR	LRP1	9606.ENSP00000339328	9606.ENSP00000243077	0	0	0	0	0	0.270	0.900	0.980	0.998
PLAUR	EGFR	9606.ENSP00000339328	9606.ENSP00000275493	0	0	0	0	0	0	0.900	0.987	0.998
PLAUR	FGB	9606.ENSP00000339328	9606.ENSP00000306099	0	0	0	0	0	0	0.900	0.136	0.909
PLAUR	SRC	9606.ENSP00000339328	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.662	0.964
PLAUR	SERPINB2	9606.ENSP00000339328	9606.ENSP00000401645	0	0	0	0	0.140	0	0.600	0.915	0.968
PLAUR	FN1	9606.ENSP00000339328	9606.ENSP00000346839	0	0	0	0	0.062	0	0.900	0.844	0.984
PLAUR	SERPINE2	9606.ENSP00000339328	9606.ENSP00000415786	0	0	0	0	0	0	0.900	0.873	0.986
PLAUR	PLAU	9606.ENSP00000339328	9606.ENSP00000361850	0	0	0	0	0.221	0.975	0.900	0.989	0.999
SERPINB2	SERPINE1	9606.ENSP00000401645	9606.ENSP00000223095	0	0	0.448	0.765	0.139	0	0.800	0.892	0.872
SERPINB2	VTN	9606.ENSP00000401645	9606.ENSP00000226218	0	0	0	0	0	0.056	0	0.806	0.809
SERPINB2	PLAUR	9606.ENSP00000401645	9606.ENSP00000339328	0	0	0	0	0.140	0	0.600	0.915	0.968
SERPINB2	FN1	9606.ENSP00000401645	9606.ENSP00000346839	0	0	0	0	0.062	0	0	0.405	0.418
SERPINB2	PLAU	9606.ENSP00000401645	9606.ENSP00000361850	0	0	0	0	0.128	0.506	0.600	0.970	0.994
SERPINE1	FGB	9606.ENSP00000223095	9606.ENSP00000306099	0	0	0	0	0.069	0.062	0	0.418	0.447
SERPINE1	SRC	9606.ENSP00000223095	9606.ENSP00000362680	0	0	0	0	0	0	0	0.458	0.458
SERPINE1	EGFR	9606.ENSP00000223095	9606.ENSP00000275493	0	0	0	0	0.125	0	0	0.504	0.548
SERPINE1	FN1	9606.ENSP00000223095	9606.ENSP00000346839	0	0	0	0	0.295	0	0	0.749	0.815
SERPINE1	SERPINB2	9606.ENSP00000223095	9606.ENSP00000401645	0	0	0.448	0.765	0.139	0	0.800	0.892	0.872
SERPINE1	SERPINE2	9606.ENSP00000223095	9606.ENSP00000415786	0	0	0.448	0.900	0.098	0	0.900	0.643	0.915
SERPINE1	LRP1	9606.ENSP00000223095	9606.ENSP00000243077	0	0	0	0	0.070	0.283	0.900	0.988	0.999
SERPINE1	PLAUR	9606.ENSP00000223095	9606.ENSP00000339328	0	0	0	0	0.162	0	0.900	0.989	0.999
SERPINE1	PLAU	9606.ENSP00000223095	9606.ENSP00000361850	0	0	0	0	0.214	0.976	0.900	0.989	0.999
SERPINE1	VTN	9606.ENSP00000223095	9606.ENSP00000226218	0	0	0	0	0.063	0.967	0.900	0.989	0.999
SERPINE2	SERPINE1	9606.ENSP00000415786	9606.ENSP00000223095	0	0	0.448	0.900	0.098	0	0.900	0.643	0.915
SERPINE2	VTN	9606.ENSP00000415786	9606.ENSP00000226218	0	0	0	0	0	0.056	0	0.763	0.767
SERPINE2	LRP1	9606.ENSP00000415786	9606.ENSP00000243077	0	0	0	0	0.069	0.059	0	0.945	0.948
SERPINE2	PLAUR	9606.ENSP00000415786	9606.ENSP00000339328	0	0	0	0	0	0	0.900	0.873	0.986
SERPINE2	FN1	9606.ENSP00000415786	9606.ENSP00000346839	0	0	0	0	0.175	0	0	0.550	0.613
SERPINE2	PLAU	9606.ENSP00000415786	9606.ENSP00000361850	0	0	0	0	0	0.636	0.900	0.887	0.995
SRC	SERPINE1	9606.ENSP00000362680	9606.ENSP00000223095	0	0	0	0	0	0	0	0.458	0.458
SRC	VTN	9606.ENSP00000362680	9606.ENSP00000226218	0	0	0	0	0	0	0.900	0.610	0.959
SRC	LRP1	9606.ENSP00000362680	9606.ENSP00000243077	0	0	0	0	0.076	0.471	0	0.294	0.625
SRC	EGFR	9606.ENSP00000362680	9606.ENSP00000275493	0	0	0	0.671	0	0.931	0.900	0.990	0.995
SRC	FGB	9606.ENSP00000362680	9606.ENSP00000306099	0	0	0	0	0.062	0.056	0.500	0.050	0.523
SRC	PLAUR	9606.ENSP00000362680	9606.ENSP00000339328	0	0	0	0	0	0	0.900	0.662	0.964
SRC	FN1	9606.ENSP00000362680	9606.ENSP00000346839	0	0	0	0	0	0	0.900	0.823	0.981
SRC	PLAU	9606.ENSP00000362680	9606.ENSP00000361850	0	0	0	0	0.069	0.056	0.900	0.508	0.951
VTN	SERPINE1	9606.ENSP00000226218	9606.ENSP00000223095	0	0	0	0	0.063	0.967	0.900	0.989	0.999
VTN	EGFR	9606.ENSP00000226218	9606.ENSP00000275493	0	0	0	0	0.062	0	0	0.404	0.417
VTN	LRP1	9606.ENSP00000226218	9606.ENSP00000243077	0	0	0	0	0.084	0	0	0.412	0.439
VTN	FGB	9606.ENSP00000226218	9606.ENSP00000306099	0	0	0	0	0.410	0.070	0	0.353	0.614
VTN	SERPINE2	9606.ENSP00000226218	9606.ENSP00000415786	0	0	0	0	0	0.056	0	0.763	0.767
VTN	SERPINB2	9606.ENSP00000226218	9606.ENSP00000401645	0	0	0	0	0	0.056	0	0.806	0.809
VTN	SRC	9606.ENSP00000226218	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.610	0.959
VTN	FN1	9606.ENSP00000226218	9606.ENSP00000346839	0	0	0	0	0.070	0	0	0.982	0.983
VTN	PLAU	9606.ENSP00000226218	9606.ENSP00000361850	0	0	0	0	0	0.800	0.900	0.971	0.999
VTN	PLAUR	9606.ENSP00000226218	9606.ENSP00000339328	0	0	0	0	0	0.932	0.900	0.989	0.999
