Source	Target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CALM2	CAV3	9606.ENSP00000272298	9606.ENSP00000341940	0	0	0	0	0.062	0.056	0.800	0.173	0.834
CALM2	CAV1	9606.ENSP00000272298	9606.ENSP00000339191	0	0	0	0	0	0	0.800	0.341	0.862
CALM2	ESR1	9606.ENSP00000272298	9606.ENSP00000405330	0	0	0	0	0	0.837	0	0.329	0.887
CALM2	HSP90AA1	9606.ENSP00000272298	9606.ENSP00000335153	0	0	0	0	0.180	0.062	0.800	0.354	0.887
CALM2	NOS3	9606.ENSP00000272298	9606.ENSP00000297494	0	0	0	0	0	0.843	0.800	0.574	0.985
CAV1	KNG1	9606.ENSP00000339191	9606.ENSP00000265023	0	0	0	0	0	0	0	0.457	0.457
CAV1	CALM2	9606.ENSP00000339191	9606.ENSP00000272298	0	0	0	0	0	0	0.800	0.341	0.862
CAV1	NOS3	9606.ENSP00000339191	9606.ENSP00000297494	0	0	0	0	0	0.835	0.900	0.989	0.999
CAV1	HSP90AA1	9606.ENSP00000339191	9606.ENSP00000335153	0	0	0	0	0	0.270	0.900	0.863	0.989
CAV1	CALM1	9606.ENSP00000339191	9606.ENSP00000349467	0	0	0	0	0	0	0	0.461	0.461
CAV1	VEGFA	9606.ENSP00000339191	9606.ENSP00000478570	0	0	0	0	0.076	0	0	0.754	0.763
CAV1	CAV3	9606.ENSP00000339191	9606.ENSP00000341940	0	0	0	0.967	0.062	0.187	0.800	0.908	0.839
CAV1	AKT1	9606.ENSP00000339191	9606.ENSP00000451828	0	0	0	0	0	0.058	0.900	0.755	0.975
CAV1	ESR1	9606.ENSP00000339191	9606.ENSP00000405330	0	0	0	0	0	0.682	0.600	0.989	0.998
CAV3	CALM2	9606.ENSP00000341940	9606.ENSP00000272298	0	0	0	0	0.062	0.056	0.800	0.173	0.834
CAV3	NOS3	9606.ENSP00000341940	9606.ENSP00000297494	0	0	0	0	0.062	0.176	0.800	0.988	0.998
CAV3	HSP90AA1	9606.ENSP00000341940	9606.ENSP00000335153	0	0	0	0	0.062	0.056	0.800	0.247	0.848
CAV3	CAV1	9606.ENSP00000341940	9606.ENSP00000339191	0	0	0	0.967	0.062	0.187	0.800	0.908	0.839
CAV3	CALM1	9606.ENSP00000341940	9606.ENSP00000349467	0	0	0	0	0.062	0.056	0	0.413	0.435
CAV3	AKT1	9606.ENSP00000341940	9606.ENSP00000451828	0	0	0	0	0	0.076	0	0.490	0.509
CAV3	ESR1	9606.ENSP00000341940	9606.ENSP00000405330	0	0	0	0	0	0	0	0.702	0.702
ESR1	CALM2	9606.ENSP00000405330	9606.ENSP00000272298	0	0	0	0	0	0.837	0	0.329	0.887
ESR1	NOS3	9606.ENSP00000405330	9606.ENSP00000297494	0	0	0	0	0	0.345	0.900	0.985	0.998
ESR1	HSP90AA1	9606.ENSP00000405330	9606.ENSP00000335153	0	0	0	0	0	0.887	0.600	0.989	0.999
ESR1	CAV1	9606.ENSP00000405330	9606.ENSP00000339191	0	0	0	0	0	0.682	0.600	0.989	0.998
ESR1	CAV3	9606.ENSP00000405330	9606.ENSP00000341940	0	0	0	0	0	0	0	0.702	0.702
ESR1	CALM1	9606.ENSP00000405330	9606.ENSP00000349467	0	0	0	0	0	0.849	0	0.523	0.925
ESR1	VEGFA	9606.ENSP00000405330	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.685	0.691
ESR1	AKT1	9606.ENSP00000405330	9606.ENSP00000451828	0	0	0	0	0.055	0.297	0.900	0.805	0.985
HSP90AA1	CALM2	9606.ENSP00000335153	9606.ENSP00000272298	0	0	0	0	0.180	0.062	0.800	0.354	0.887
HSP90AA1	NOS3	9606.ENSP00000335153	9606.ENSP00000297494	0	0	0	0	0.062	0.760	0.900	0.989	0.999
HSP90AA1	CALM1	9606.ENSP00000335153	9606.ENSP00000349467	0	0	0	0	0.049	0.473	0	0.456	0.704
HSP90AA1	CAV3	9606.ENSP00000335153	9606.ENSP00000341940	0	0	0	0	0.062	0.056	0.800	0.247	0.848
HSP90AA1	VEGFA	9606.ENSP00000335153	9606.ENSP00000478570	0	0	0	0	0	0.270	0.900	0.872	0.989
HSP90AA1	CAV1	9606.ENSP00000335153	9606.ENSP00000339191	0	0	0	0	0	0.270	0.900	0.863	0.989
HSP90AA1	AKT1	9606.ENSP00000335153	9606.ENSP00000451828	0	0	0	0	0.062	0.946	0.900	0.991	0.999
HSP90AA1	ESR1	9606.ENSP00000335153	9606.ENSP00000405330	0	0	0	0	0	0.887	0.600	0.989	0.999
KNG1	CAV1	9606.ENSP00000265023	9606.ENSP00000339191	0	0	0	0	0	0	0	0.457	0.457
KNG1	AKT1	9606.ENSP00000265023	9606.ENSP00000451828	0	0	0	0	0.063	0	0	0.556	0.566
KNG1	VEGFA	9606.ENSP00000265023	9606.ENSP00000478570	0	0	0	0	0	0	0	0.600	0.600
KNG1	NOS3	9606.ENSP00000265023	9606.ENSP00000297494	0	0	0	0	0	0	0.900	0.906	0.990
KNG1	BDKRB2	9606.ENSP00000265023	9606.ENSP00000450482	0	0	0	0	0	0.270	0.900	0.981	0.998
NOS3	KNG1	9606.ENSP00000297494	9606.ENSP00000265023	0	0	0	0	0	0	0.900	0.906	0.990
NOS3	CALM2	9606.ENSP00000297494	9606.ENSP00000272298	0	0	0	0	0	0.843	0.800	0.574	0.985
NOS3	BDKRB2	9606.ENSP00000297494	9606.ENSP00000450482	0	0	0	0	0	0.213	0.900	0.829	0.985
NOS3	VEGFA	9606.ENSP00000297494	9606.ENSP00000478570	0	0	0	0	0.064	0	0.900	0.857	0.985
NOS3	CALM1	9606.ENSP00000297494	9606.ENSP00000349467	0	0	0	0	0	0.978	0	0.892	0.997
NOS3	ESR1	9606.ENSP00000297494	9606.ENSP00000405330	0	0	0	0	0	0.345	0.900	0.985	0.998
NOS3	CAV3	9606.ENSP00000297494	9606.ENSP00000341940	0	0	0	0	0.062	0.176	0.800	0.988	0.998
NOS3	CAV1	9606.ENSP00000297494	9606.ENSP00000339191	0	0	0	0	0	0.835	0.900	0.989	0.999
NOS3	AKT1	9606.ENSP00000297494	9606.ENSP00000451828	0	0	0	0	0.049	0.879	0.900	0.988	0.999
NOS3	HSP90AA1	9606.ENSP00000297494	9606.ENSP00000335153	0	0	0	0	0.062	0.760	0.900	0.989	0.999
VEGFA	KNG1	9606.ENSP00000478570	9606.ENSP00000265023	0	0	0	0	0	0	0	0.600	0.600
VEGFA	NOS3	9606.ENSP00000478570	9606.ENSP00000297494	0	0	0	0	0.064	0	0.900	0.857	0.985
VEGFA	HSP90AA1	9606.ENSP00000478570	9606.ENSP00000335153	0	0	0	0	0	0.270	0.900	0.872	0.989
VEGFA	CAV1	9606.ENSP00000478570	9606.ENSP00000339191	0	0	0	0	0.076	0	0	0.754	0.763
VEGFA	ESR1	9606.ENSP00000478570	9606.ENSP00000405330	0	0	0	0	0.062	0	0	0.685	0.691
VEGFA	AKT1	9606.ENSP00000478570	9606.ENSP00000451828	0	0	0	0	0.063	0.213	0	0.871	0.896
