Source	Target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NLGN3	NLGN1	9606.ENSP00000351591	9606.ENSP00000392500	0	0	0.443	0.969	0.095	0.229	0.600	0.891	0.708
NLGN3	NLGN4X	9606.ENSP00000351591	9606.ENSP00000370485	0	0	0.445	0.975	0.113	0.273	0.600	0.908	0.728
NLGN3	CASK	9606.ENSP00000351591	9606.ENSP00000367408	0	0	0	0	0.122	0.105	0.600	0.273	0.741
NLGN3	NRXN1	9606.ENSP00000351591	9606.ENSP00000385142	0	0	0	0	0.159	0.538	0.800	0.962	0.996
NLGN4X	CBLN1	9606.ENSP00000370485	9606.ENSP00000219197	0	0	0	0	0.157	0	0	0.394	0.468
NLGN4X	LRRTM2	9606.ENSP00000370485	9606.ENSP00000274711	0	0	0	0	0.088	0.062	0	0.614	0.642
NLGN4X	NLGN2	9606.ENSP00000370485	9606.ENSP00000305288	0	0	0.441	0.965	0.098	0	0.600	0.854	0.640
NLGN4X	NLGN3	9606.ENSP00000370485	9606.ENSP00000351591	0	0	0.445	0.975	0.113	0.273	0.600	0.908	0.728
NLGN4X	CASK	9606.ENSP00000370485	9606.ENSP00000367408	0	0	0	0	0.174	0.105	0.600	0.380	0.792
NLGN4X	NLGN1	9606.ENSP00000370485	9606.ENSP00000392500	0	0	0.444	0.975	0.136	0	0.600	0.864	0.651
NLGN4X	NRXN1	9606.ENSP00000370485	9606.ENSP00000385142	0	0	0	0	0.176	0.177	0.800	0.935	0.990
NRXN1	CBLN1	9606.ENSP00000385142	9606.ENSP00000219197	0	0	0	0	0.292	0.204	0	0.887	0.931
NRXN1	SYT1	9606.ENSP00000385142	9606.ENSP00000261205	0	0	0	0	0.343	0.226	0.600	0.748	0.942
NRXN1	LRRTM2	9606.ENSP00000385142	9606.ENSP00000274711	0	0	0	0	0.160	0.178	0.600	0.978	0.993
NRXN1	NLGN2	9606.ENSP00000385142	9606.ENSP00000305288	0	0	0	0	0.087	0.373	0.800	0.936	0.991
NRXN1	NLGN3	9606.ENSP00000385142	9606.ENSP00000351591	0	0	0	0	0.159	0.538	0.800	0.962	0.996
NRXN1	CASK	9606.ENSP00000385142	9606.ENSP00000367408	0	0	0	0	0.066	0.395	0.600	0.726	0.929
NRXN1	NLGN4X	9606.ENSP00000385142	9606.ENSP00000370485	0	0	0	0	0.176	0.177	0.800	0.935	0.990
NRXN1	NXPH1	9606.ENSP00000385142	9606.ENSP00000384551	0	0	0	0	0.316	0.694	0	0.947	0.988
NRXN1	APBA2	9606.ENSP00000385142	9606.ENSP00000453293	0	0	0	0	0.120	0.234	0.600	0.822	0.946
NRXN1	NLGN1	9606.ENSP00000385142	9606.ENSP00000392500	0	0	0	0	0.152	0.721	0.800	0.990	0.999
NXPH1	LRRTM2	9606.ENSP00000384551	9606.ENSP00000274711	0	0	0	0	0.159	0	0	0.372	0.450
NXPH1	NRXN1	9606.ENSP00000384551	9606.ENSP00000385142	0	0	0	0	0.316	0.694	0	0.947	0.988
SYT1	NLGN1	9606.ENSP00000261205	9606.ENSP00000392500	0	0	0	0	0.133	0	0	0.480	0.530
SYT1	CASK	9606.ENSP00000261205	9606.ENSP00000367408	0	0	0	0	0.063	0.057	0.900	0.292	0.929
SYT1	NRXN1	9606.ENSP00000261205	9606.ENSP00000385142	0	0	0	0	0.343	0.226	0.600	0.748	0.942
