Source	Target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTNNB1	PSENEN	9606.ENSP00000344456	9606.ENSP00000468411	0	0	0	0	0.054	0	0.900	0.210	0.918
CTNNB1	APH1A	9606.ENSP00000344456	9606.ENSP00000358105	0	0	0	0	0	0	0.900	0.233	0.920
CTNND2	CDH1	9606.ENSP00000307134	9606.ENSP00000261769	0	0	0	0	0.062	0.313	0	0.980	0.986
CTNND2	CTNNB1	9606.ENSP00000307134	9606.ENSP00000344456	0	0	0	0	0.064	0.496	0	0.817	0.906
CTNND2	PSEN1	9606.ENSP00000307134	9606.ENSP00000326366	0	0	0	0	0	0.462	0	0.988	0.993
NCSTN	CDH1	9606.ENSP00000294785	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.273	0.924
NCSTN	APH1B	9606.ENSP00000294785	9606.ENSP00000261879	0	0	0	0	0.065	0.646	0.900	0.965	0.998
NCSTN	NOTCH1	9606.ENSP00000294785	9606.ENSP00000277541	0	0	0	0	0.058	0.249	0.900	0.898	0.991
NCSTN	APP	9606.ENSP00000294785	9606.ENSP00000284981	0	0	0	0	0.062	0.896	0.900	0.972	0.999
NCSTN	TRAF6	9606.ENSP00000294785	9606.ENSP00000433623	0	0	0	0	0.054	0	0.900	0	0.901
NCSTN	CTNNB1	9606.ENSP00000294785	9606.ENSP00000344456	0	0	0	0	0.049	0	0.900	0.445	0.942
NCSTN	PSEN1	9606.ENSP00000294785	9606.ENSP00000326366	0	0	0	0	0.083	0.989	0.900	0.994	0.999
NCSTN	PSENEN	9606.ENSP00000294785	9606.ENSP00000468411	0	0	0	0	0.062	0.987	0.900	0.995	0.999
NCSTN	APH1A	9606.ENSP00000294785	9606.ENSP00000358105	0	0	0	0	0.088	0.985	0.900	0.995	0.999
NOTCH1	CDH1	9606.ENSP00000277541	9606.ENSP00000261769	0	0	0	0	0	0.127	0	0.733	0.758
NOTCH1	APH1B	9606.ENSP00000277541	9606.ENSP00000261879	0	0	0	0	0	0.104	0.900	0.539	0.955
NOTCH1	TRAF6	9606.ENSP00000277541	9606.ENSP00000433623	0	0	0	0	0	0.150	0	0.342	0.416
NOTCH1	PSENEN	9606.ENSP00000277541	9606.ENSP00000468411	0	0	0	0	0	0	0.900	0.690	0.967
NOTCH1	APH1A	9606.ENSP00000277541	9606.ENSP00000358105	0	0	0	0	0.076	0.104	0.900	0.706	0.972
NOTCH1	APP	9606.ENSP00000277541	9606.ENSP00000284981	0	0	0	0	0.062	0.598	0	0.971	0.988
NOTCH1	NCSTN	9606.ENSP00000277541	9606.ENSP00000294785	0	0	0	0	0.058	0.249	0.900	0.898	0.991
NOTCH1	CTNNB1	9606.ENSP00000277541	9606.ENSP00000344456	0	0	0	0	0.054	0.400	0.900	0.971	0.998
NOTCH1	PSEN1	9606.ENSP00000277541	9606.ENSP00000326366	0	0	0	0	0.070	0.778	0.900	0.984	0.999
PSEN1	CDH1	9606.ENSP00000326366	9606.ENSP00000261769	0	0	0	0	0	0.773	0.900	0.735	0.993
PSEN1	APH1B	9606.ENSP00000326366	9606.ENSP00000261879	0	0	0	0	0.066	0.646	0.900	0.895	0.996
PSEN1	NOTCH1	9606.ENSP00000326366	9606.ENSP00000277541	0	0	0	0	0.070	0.778	0.900	0.984	0.999
PSEN1	APP	9606.ENSP00000326366	9606.ENSP00000284981	0	0	0	0	0.048	0.974	0.900	0.972	0.999
PSEN1	NCSTN	9606.ENSP00000326366	9606.ENSP00000294785	0	0	0	0	0.083	0.989	0.900	0.994	0.999
PSEN1	CTNND2	9606.ENSP00000326366	9606.ENSP00000307134	0	0	0	0	0	0.462	0	0.988	0.993
PSEN1	TRAF6	9606.ENSP00000326366	9606.ENSP00000433623	0	0	0	0	0	0.835	0.900	0.730	0.995
PSEN1	APH1A	9606.ENSP00000326366	9606.ENSP00000358105	0	0	0	0	0.066	0.982	0.900	0.993	0.999
PSEN1	PSENEN	9606.ENSP00000326366	9606.ENSP00000468411	0	0	0	0	0.062	0.982	0.900	0.993	0.999
PSEN1	CTNNB1	9606.ENSP00000326366	9606.ENSP00000344456	0	0	0	0	0.105	0.890	0.900	0.990	0.999
PSENEN	APH1B	9606.ENSP00000468411	9606.ENSP00000261879	0	0	0	0	0.088	0.519	0.900	0.947	0.997
PSENEN	NOTCH1	9606.ENSP00000468411	9606.ENSP00000277541	0	0	0	0	0	0	0.900	0.690	0.967
PSENEN	APP	9606.ENSP00000468411	9606.ENSP00000284981	0	0	0	0	0	0.801	0.900	0.854	0.996
PSENEN	NCSTN	9606.ENSP00000468411	9606.ENSP00000294785	0	0	0	0	0.062	0.987	0.900	0.995	0.999
PSENEN	PSEN1	9606.ENSP00000468411	9606.ENSP00000326366	0	0	0	0	0.062	0.982	0.900	0.993	0.999
PSENEN	CTNNB1	9606.ENSP00000468411	9606.ENSP00000344456	0	0	0	0	0.054	0	0.900	0.210	0.918
PSENEN	APH1A	9606.ENSP00000468411	9606.ENSP00000358105	0	0	0	0	0.088	0.984	0.900	0.995	0.999
PSENEN	TRAF6	9606.ENSP00000468411	9606.ENSP00000433623	0	0	0	0	0	0	0.900	0	0.900
TRAF6	APH1B	9606.ENSP00000433623	9606.ENSP00000261879	0	0	0	0	0	0	0.900	0	0.900
TRAF6	NOTCH1	9606.ENSP00000433623	9606.ENSP00000277541	0	0	0	0	0	0.150	0	0.342	0.416
TRAF6	NCSTN	9606.ENSP00000433623	9606.ENSP00000294785	0	0	0	0	0.054	0	0.900	0	0.901
TRAF6	PSEN1	9606.ENSP00000433623	9606.ENSP00000326366	0	0	0	0	0	0.835	0.900	0.730	0.995
TRAF6	CTNNB1	9606.ENSP00000433623	9606.ENSP00000344456	0	0	0	0	0	0.317	0	0.429	0.593
TRAF6	APH1A	9606.ENSP00000433623	9606.ENSP00000358105	0	0	0	0	0	0	0.900	0	0.900
TRAF6	PSENEN	9606.ENSP00000433623	9606.ENSP00000468411	0	0	0	0	0	0	0.900	0	0.900
