Source	Target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MAOA	MAOB	9606.ENSP00000340684	9606.ENSP00000367309	0	0	0.448	0.976	0.180	0.307	0.800	0.918	0.880
MAOA	DBH	9606.ENSP00000340684	9606.ENSP00000376776	0	0	0	0	0	0	0.900	0.644	0.962
MAOA	DDC	9606.ENSP00000340684	9606.ENSP00000403644	0	0	0	0	0.088	0.075	0.900	0.703	0.971
MAOA	COMT	9606.ENSP00000340684	9606.ENSP00000354511	0	0	0	0	0	0	0.900	0.899	0.989
MAOB	ALDH2	9606.ENSP00000367309	9606.ENSP00000261733	0	0	0	0	0.083	0	0.900	0.365	0.936
MAOB	PNMT	9606.ENSP00000367309	9606.ENSP00000269582	0	0	0	0	0.060	0	0.900	0.404	0.939
MAOB	ADH1B	9606.ENSP00000367309	9606.ENSP00000306606	0	0	0	0	0.104	0	0.650	0.203	0.728
MAOB	MAOA	9606.ENSP00000367309	9606.ENSP00000340684	0	0	0.448	0.976	0.180	0.307	0.800	0.918	0.880
MAOB	COMT	9606.ENSP00000367309	9606.ENSP00000354511	0	0	0	0	0	0	0.900	0.879	0.987
MAOB	DRD2	9606.ENSP00000367309	9606.ENSP00000354859	0	0	0	0	0.063	0	0	0.611	0.620
MAOB	DBH	9606.ENSP00000367309	9606.ENSP00000376776	0	0	0	0	0	0	0.900	0.528	0.950
MAOB	DDC	9606.ENSP00000367309	9606.ENSP00000403644	0	0	0	0	0.064	0.075	0.900	0.754	0.975
PNMT	DDC	9606.ENSP00000269582	9606.ENSP00000403644	0	0	0	0	0	0	0	0.739	0.739
PNMT	MAOB	9606.ENSP00000269582	9606.ENSP00000367309	0	0	0	0	0.060	0	0.900	0.404	0.939
PNMT	MAOA	9606.ENSP00000269582	9606.ENSP00000340684	0	0	0	0	0	0	0.900	0.430	0.940
PNMT	COMT	9606.ENSP00000269582	9606.ENSP00000354511	0	0	0	0	0	0	0.900	0.648	0.963
PNMT	DBH	9606.ENSP00000269582	9606.ENSP00000376776	0	0	0	0	0.062	0	0.900	0.896	0.989
